CurrentTime	Cell0:A	Cell0:B	Cell0:C	Cell1:A	Cell1:B	Cell1:C
0.933155	1469	3489	1492	3202	1354	1634
0.933258	1469	3489	1492	3203	1355	1633
0.933277	1469	3489	1492	3203	1355	1633
0.93345	1469	3489	1492	3203	1355	1633
0.933637	1469	3489	1492	3203	1355	1633
0.934267	1469	3489	1492	3203	1355	1633
0.934422	1469	3489	1492	3203	1355	1633
0.934468	1470	3490	1491	3203	1355	1633
0.934782	1471	3491	1490	3203	1355	1633
0.934824	1471	3491	1490	3203	1355	1633
0.935083	1471	3491	1490	3204	1356	1632
0.935286	1471	3491	1490	3204	1356	1632
0.935801	1471	3491	1490	3204	1356	1632
0.9359	1471	3491	1490	3204	1356	1632
0.935966	1471	3491	1490	3204	1356	1632
0.93608	1471	3491	1490	3204	1356	1632
0.936174	1471	3491	1490	3204	1356	1632
0.936345	1471	3491	1490	3204	1356	1632
0.936462	1472	3492	1489	3204	1356	1632
0.93666	1472	3492	1489	3204	1356	1632
0.936713	1472	3492	1489	3204	1356	1632
0.936717	1472	3492	1489	3204	1356	1632
0.936814	1472	3492	1489	3204	1356	1632
0.937533	1472	3492	1489	3204	1356	1632
0.937618	1472	3492	1489	3204	1356	1632
0.937786	1472	3492	1489	3205	1357	1631
0.93835	1472	3492	1489	3205	1357	1631
0.938408	1472	3492	1489	3204	1356	1632
0.938449	1473	3493	1488	3204	1356	1632
0.939167	1473	3493	1488	3205	1357	1631
0.939167	1473	3493	1488	3205	1357	1631
0.939207	1473	3493	1488	3205	1357	1631
0.939622	1473	3493	1488	3206	1358	1630
0.939734	1473	3493	1488	3206	1358	1630
0.939753	1473	3493	1488	3206	1358	1630
0.939888	1473	3493	1488	3206	1358	1630
0.939902	1473	3493	1488	3206	1358	1630
0.939983	1473	3493	1488	3206	1358	1630
0.940375	1473	3493	1488	3206	1358	1630
0.940579	1473	3493	1488	3206	1358	1630
0.940582	1472	3493	1488	3206	1358	1630
0.940728	1472	3493	1488	3207	1359	1629
0.94077	1472	3493	1488	3206	1359	1629
0.9408	1472	3493	1488	3206	1359	1629
0.940864	1472	3493	1488	3205	1358	1630
0.941174	1472	3493	1488	3205	1358	1630
0.94128	1472	3493	1488	3205	1358	1630
0.941617	1472	3493	1488	3205	1358	1630
0.941672	1471	3492	1489	3205	1358	1630
0.941698	1471	3492	1489	3205	1357	1630
0.942098	1471	3492	1489	3205	1357	1630
0.942234	1471	3492	1489	3205	1357	1630
0.942239	1471	3492	1489	3205	1357	1630
0.942433	1471	3492	1489	3205	1357	1630
0.943138	1471	3492	1489	3204	1356	1631
0.943213	1471	3492	1489	3205	1357	1630
0.943249	1471	3492	1489	3205	1357	1630
0.94325	1471	3492	1489	3205	1357	1630
0.943497	1469	3490	1491	3204	1356	1631
0.943627	1469	3490	1491	3204	1356	1631
0.944067	1469	3490	1491	3203	1356	1631
0.944226	1469	3490	1491	3203	1356	1631
0.944307	1469	3490	1491	3204	1357	1630
0.94436	1469	3490	1491	3204	1357	1630
0.944425	1469	3490	1491	3204	1357	1630
0.944541	1469	3489	1491	3204	1358	1630
0.944835	1469	3489	1491	3205	1359	1629
0.944876	1469	3489	1491	3205	1359	1629
0.944883	1470	3490	1490	3205	1359	1629
0.944947	1470	3490	1490	3205	1359	1629
0.945034	1470	3490	1490	3205	1359	1629
0.945083	1470	3490	1490	3205	1359	1629
0.945127	1470	3490	1490	3205	1359	1629
0.945147	1470	3490	1490	3206	1360	1628
0.945423	1470	3490	1490	3206	1360	1628
0.945548	1470	3490	1490	3206	1360	1628
0.945549	1470	3490	1490	3206	1360	1628
0.945585	1470	3490	1490	3206	1360	1628
0.945623	1470	3490	1490	3206	1360	1628
0.9457	1470	3490	1490	3206	1360	1628
0.945747	1470	3490	1490	3205	1359	1629
0.946304	1470	3490	1490	3205	1359	1629
0.946313	1470	3490	1490	3205	1359	1629
0.94644	1470	3490	1490	3205	1359	1629
0.946517	1470	3490	1490	3205	1359	1629
0.946756	1470	3490	1490	3205	1359	1629
0.946757	1471	3491	1489	3205	1359	1629
0.946814	1470	3491	1489	3205	1359	1629
0.946816	1471	3492	1488	3205	1359	1629
0.946924	1471	3492	1488	3205	1359	1629
0.94698	1472	3493	1487	3205	1359	1629
0.947037	1472	3493	1487	3206	1360	1628
0.947104	1472	3493	1487	3206	1360	1628
0.947333	1472	3493	1487	3206	1360	1628
0.947333	1472	3493	1487	3205	1359	1629
0.947368	1472	3493	1487	3205	1359	1629
0.947604	1472	3493	1487	3206	1360	1628
0.947792	1472	3493	1487	3206	1360	1628
0.947946	1472	3493	1487	3206	1360	1628
0.94815	1472	3493	1487	3206	1360	1628
0.948487	1472	3493	1487	3206	1360	1628
0.94863	1472	3493	1487	3206	1360	1628
0.948655	1473	3494	1486	3206	1360	1628
0.948959	1473	3494	1486	3205	1360	1628
0.948967	1473	3494	1486	3205	1360	1628
0.949103	1473	3494	1486	3205	1360	1628
0.949204	1473	3494	1486	3205	1360	1628
0.949347	1473	3494	1486	3206	1361	1627
0.949551	1473	3494	1486	3206	1361	1627
0.949597	1474	3495	1485	3206	1361	1627
0.949745	1474	3495	1485	3206	1361	1627
0.949783	1474	3495	1485	3206	1361	1627
0.950115	1473	3494	1486	3206	1361	1627
0.950148	1473	3494	1486	3206	1361	1627
0.950473	1473	3494	1486	3206	1361	1627
0.9506	1473	3494	1486	3206	1361	1627
0.950767	1472	3493	1487	3206	1361	1627
0.950824	1472	3493	1487	3206	1361	1627
0.950913	1472	3493	1487	3206	1361	1627
0.951303	1472	3493	1487	3206	1361	1627
0.951416	1472	3493	1487	3206	1361	1627
0.951417	1472	3493	1487	3206	1361	1627
0.951528	1472	3493	1487	3206	1361	1627
0.951588	1472	3493	1487	3206	1360	1627
0.951708	1473	3494	1486	3206	1360	1627
0.951733	1473	3494	1486	3206	1360	1627
0.952046	1473	3494	1486	3206	1360	1627
0.952233	1473	3494	1486	3206	1360	1627
0.952291	1473	3494	1486	3206	1360	1627
0.952305	1473	3494	1486	3206	1360	1627
0.952659	1473	3494	1486	3206	1360	1627
0.952795	1474	3495	1485	3206	1360	1627
0.952877	1474	3495	1485	3207	1361	1626
0.95305	1475	3496	1484	3207	1361	1626
0.953087	1475	3496	1484	3206	1360	1627
0.953143	1475	3496	1484	3207	1361	1626
0.953266	1475	3496	1484	3207	1361	1626
0.953289	1475	3496	1484	3208	1362	1625
0.953375	1476	3497	1483	3208	1362	1625
0.953867	1476	3497	1483	3208	1362	1625
0.954048	1476	3497	1483	3208	1362	1625
0.954077	1476	3497	1483	3208	1362	1625
0.954143	1476	3497	1483	3207	1362	1625
0.954279	1476	3497	1483	3207	1362	1625
0.954683	1477	3498	1482	3207	1362	1625
0.954992	1477	3498	1482	3207	1362	1625
0.955254	1477	3498	1482	3208	1363	1624
0.955317	1477	3498	1482	3209	1364	1623
0.955361	1477	3498	1482	3210	1365	1622
0.95538	1477	3498	1482	3210	1365	1622
0.9555	1477	3498	1482	3210	1365	1622
0.9555	1477	3498	1482	3209	1364	1623
0.955543	1475	3496	1484	3209	1364	1623
0.955645	1475	3496	1484	3209	1364	1623
0.955728	1475	3496	1484	3209	1364	1623
0.955939	1475	3496	1484	3209	1364	1623
0.95612	1475	3496	1484	3210	1365	1622
0.956164	1475	3496	1484	3210	1365	1622
0.956195	1474	3496	1484	3210	1365	1622
0.956235	1474	3496	1484	3210	1365	1622
0.956317	1475	3497	1483	3210	1365	1622
0.956346	1475	3497	1483	3209	1364	1623
0.956763	1475	3497	1483	3209	1364	1623
0.956998	1475	3497	1483	3209	1364	1623
0.957025	1475	3497	1483	3210	1365	1622
0.957133	1475	3497	1483	3210	1365	1622
0.9573	1475	3497	1483	3210	1365	1622
0.957593	1475	3497	1483	3210	1365	1622
0.957693	1475	3497	1483	3210	1365	1622
0.95795	1475	3497	1483	3210	1365	1622
0.958149	1475	3497	1483	3210	1365	1622
0.958676	1476	3498	1482	3210	1365	1622
0.958767	1477	3499	1481	3210	1365	1622
0.958987	1476	3498	1482	3209	1364	1623
0.958993	1477	3499	1481	3209	1364	1623
0.959253	1477	3499	1481	3210	1365	1622
0.959343	1477	3499	1481	3210	1365	1622
0.959383	1477	3499	1481	3210	1365	1622
0.959583	1477	3499	1481	3210	1365	1622
0.960093	1477	3499	1481	3210	1365	1622
0.960136	1476	3499	1481	3210	1365	1622
0.960223	1477	3500	1480	3210	1365	1622
0.960325	1478	3501	1479	3210	1365	1622
0.960327	1478	3501	1479	3210	1365	1622
0.9604	1478	3501	1479	3210	1365	1622
0.960517	1478	3501	1479	3210	1365	1622
0.960525	1478	3501	1479	3210	1365	1622
0.960848	1479	3502	1478	3210	1365	1622
0.9612	1479	3502	1478	3210	1364	1622
0.961217	1479	3502	1478	3210	1364	1622
0.961356	1479	3502	1478	3210	1364	1622
0.961499	1480	3503	1477	3210	1364	1622
0.961854	1480	3503	1477	3210	1364	1622
0.961998	1480	3503	1477	3210	1364	1622
0.962033	1480	3503	1477	3210	1364	1622
0.96246	1480	3503	1477	3210	1364	1622
0.962571	1480	3503	1477	3210	1364	1622
0.962749	1480	3503	1477	3209	1364	1622
0.962763	1480	3503	1477	3210	1365	1621
0.96285	1480	3503	1477	3210	1365	1621
0.963404	1480	3503	1477	3209	1364	1622
0.963639	1481	3504	1476	3209	1364	1622
0.963662	1481	3504	1476	3208	1364	1622
0.963667	1481	3504	1476	3209	1365	1621
0.963667	1479	3502	1478	3209	1365	1621
0.963953	1479	3502	1478	3209	1365	1621
0.964001	1479	3502	1478	3210	1366	1620
0.96408	1479	3502	1478	3210	1366	1620
0.964268	1479	3502	1478	3210	1366	1620
0.964483	1479	3502	1478	3210	1366	1620
0.964999	1479	3502	1478	3208	1364	1622
0.965273	1480	3503	1477	3208	1364	1622
0.9653	1481	3504	1476	3208	1364	1622
0.965403	1481	3504	1476	3208	1364	1622
0.965476	1482	3505	1475	3208	1364	1622
0.966031	1482	3505	1475	3208	1364	1622
0.966117	1482	3505	1475	3208	1364	1622
0.966448	1482	3505	1475	3208	1364	1622
0.966601	1483	3506	1474	3208	1364	1622
0.966745	1483	3506	1474	3208	1364	1622
0.966751	1483	3506	1474	3208	1364	1622
0.966784	1483	3506	1474	3208	1364	1622
0.966933	1483	3506	1474	3208	1364	1622
0.966939	1483	3506	1474	3208	1364	1622
0.966995	1483	3506	1474	3208	1364	1622
0.967152	1483	3506	1474	3209	1365	1621
0.967329	1483	3506	1474	3209	1365	1621
0.967348	1483	3506	1474	3209	1365	1621
0.967378	1483	3506	1474	3209	1365	1621
0.96775	1483	3506	1474	3209	1365	1621
0.967777	1482	3505	1475	3209	1365	1621
0.967939	1482	3505	1475	3210	1366	1620
0.968067	1482	3505	1475	3210	1366	1620
0.968137	1482	3505	1475	3210	1366	1620
0.968251	1482	3505	1475	3210	1366	1620
0.968356	1482	3505	1475	3210	1366	1620
0.968494	1482	3505	1475	3210	1366	1620
0.968567	1482	3505	1475	3210	1366	1620
0.968636	1482	3505	1475	3210	1366	1620
0.96903	1482	3505	1475	3209	1366	1620
0.969136	1482	3505	1475	3209	1366	1620
0.96918	1482	3505	1475	3209	1366	1620
0.969353	1482	3505	1475	3210	1367	1619
0.969383	1483	3506	1474	3210	1367	1619
0.969696	1483	3506	1474	3209	1366	1620
0.969727	1483	3506	1474	3209	1366	1620
0.969851	1483	3506	1474	3209	1366	1620
0.96986	1483	3506	1474	3209	1366	1620
0.969992	1484	3507	1473	3209	1366	1620
0.970148	1484	3507	1473	3209	1366	1620
0.9702	1484	3507	1473	3210	1367	1619
0.970221	1484	3507	1473	3208	1365	1621
0.970257	1485	3508	1472	3208	1365	1621
0.970406	1485	3508	1472	3208	1364	1621
0.970421	1485	3508	1472	3208	1364	1621
0.970715	1485	3508	1472	3208	1364	1621
0.970728	1485	3508	1472	3208	1364	1621
0.970755	1485	3508	1472	3208	1364	1621
0.970756	1485	3508	1472	3208	1364	1621
0.970807	1485	3508	1472	3208	1364	1621
0.970841	1485	3508	1472	3209	1365	1620
0.971017	1485	3508	1472	3209	1365	1620
0.971174	1485	3508	1472	3209	1365	1620
0.971662	1485	3508	1472	3209	1365	1620
0.971833	1485	3508	1472	3209	1365	1620
0.971833	1485	3508	1472	3208	1364	1621
0.972398	1484	3507	1473	3208	1364	1621
0.972627	1484	3507	1473	3209	1365	1620
0.972643	1484	3507	1473	3209	1365	1620
0.97265	1484	3507	1473	3209	1365	1620
0.97293	1484	3507	1473	3209	1365	1620
0.97344	1484	3507	1473	3210	1366	1619
0.973467	1484	3507	1473	3211	1367	1618
0.974237	1484	3507	1473	3210	1366	1619
0.974283	1484	3507	1473	3209	1366	1619
0.974366	1483	3506	1474	3209	1366	1619
0.974865	1483	3506	1474	3210	1367	1618
0.975084	1483	3506	1474	3210	1367	1618
0.9751	1483	3506	1474	3211	1368	1617
0.975303	1482	3505	1475	3210	1367	1618
0.975507	1482	3505	1475	3210	1367	1618
0.975724	1482	3505	1475	3210	1366	1618
0.975917	1482	3505	1475	3211	1367	1617
0.975924	1481	3504	1476	3211	1367	1617
0.976247	1482	3505	1475	3211	1367	1617
0.976733	1482	3505	1475	3211	1367	1617
0.976801	1481	3504	1476	3211	1367	1617
0.976821	1481	3504	1476	3211	1367	1617
0.976889	1481	3504	1476	3211	1367	1617
0.97704	1481	3504	1476	3212	1368	1616
0.977285	1481	3504	1476	3212	1368	1616
0.977522	1481	3504	1476	3213	1369	1615
0.977533	1481	3504	1476	3213	1369	1615
0.97755	1481	3504	1476	3213	1369	1615
0.977703	1481	3504	1476	3213	1369	1615
0.978053	1481	3504	1476	3213	1369	1615
0.97829	1481	3504	1476	3213	1369	1615
0.978328	1481	3504	1476	3214	1370	1614
0.97836	1480	3504	1476	3214	1370	1614
0.978367	1481	3505	1475	3214	1370	1614
0.978687	1480	3504	1476	3214	1370	1614
0.979183	1480	3504	1476	3214	1370	1614
0.979221	1480	3504	1476	3213	1369	1615
0.979276	1480	3504	1476	3213	1369	1615
0.979376	1480	3504	1476	3213	1369	1615
0.979476	1480	3504	1476	3213	1369	1615
0.979558	1480	3504	1476	3213	1369	1615
0.979709	1480	3504	1476	3213	1369	1615
0.979875	1480	3504	1476	3213	1369	1615
0.979931	1480	3504	1476	3214	1370	1614
0.98	1480	3504	1476	3214	1370	1614
0.98	1480	3504	1476	3213	1369	1615
0.9803	1480	3504	1476	3213	1369	1615
0.980399	1480	3504	1476	3213	1369	1615
0.980541	1480	3504	1476	3213	1369	1615
0.980546	1480	3504	1476	3214	1370	1614
0.980817	1481	3505	1475	3214	1370	1614
0.981049	1480	3504	1476	3214	1370	1614
0.981115	1480	3504	1476	3213	1370	1614
0.981467	1480	3504	1476	3213	1370	1614
0.981593	1480	3504	1476	3213	1370	1614
0.981633	1481	3505	1475	3213	1370	1614
0.981771	1478	3502	1478	3210	1367	1617
0.982058	1478	3502	1478	3210	1367	1617
0.982096	1478	3502	1478	3210	1367	1617
0.98229	1478	3502	1478	3211	1368	1616
0.982343	1478	3502	1478	3211	1368	1616
0.982394	1479	3503	1477	3211	1368	1616
0.982434	1479	3503	1477	3211	1368	1616
0.98245	1479	3503	1477	3211	1368	1616
0.98264	1478	3502	1478	3210	1367	1617
0.982655	1478	3502	1478	3211	1368	1616
0.98297	1479	3503	1477	3211	1368	1616
0.983168	1479	3503	1477	3211	1368	1616
0.983173	1479	3503	1477	3212	1369	1615
0.983234	1479	3503	1477	3212	1369	1615
0.983267	1479	3503	1477	3212	1369	1615
0.983335	1479	3503	1477	3212	1369	1615
0.983547	1479	3503	1477	3213	1370	1614
0.98382	1479	3503	1477	3213	1370	1614
0.984083	1479	3503	1477	3214	1371	1613
0.984154	1479	3503	1477	3214	1371	1613
0.984339	1479	3503	1477	3215	1372	1612
0.9849	1479	3503	1477	3216	1373	1611
0.985116	1479	3503	1477	3216	1373	1611
0.985446	1479	3503	1477	3217	1374	1610
0.98568	1479	3503	1477	3218	1375	1609
0.985717	1479	3503	1477	3218	1375	1609
0.985748	1479	3503	1477	3218	1375	1609
0.986042	1479	3503	1477	3218	1375	1609
0.986048	1479	3503	1477	3218	1375	1609
0.986372	1479	3503	1477	3218	1375	1609
0.986533	1479	3503	1477	3218	1375	1609
0.986682	1479	3503	1477	3218	1375	1609
0.986713	1479	3503	1477	3219	1376	1608
0.986715	1480	3504	1476	3219	1376	1608
0.986724	1480	3504	1476	3219	1376	1608
0.986731	1480	3504	1476	3219	1376	1608
0.986819	1480	3504	1476	3220	1377	1607
0.98707	1480	3504	1476	3220	1377	1607
0.987094	1480	3504	1476	3220	1377	1607
0.987178	1480	3504	1476	3220	1377	1607
0.98735	1480	3504	1476	3220	1377	1607
0.98738	1480	3504	1476	3219	1376	1608
0.987475	1480	3504	1476	3218	1376	1608
0.987967	1480	3504	1476	3218	1376	1608
0.988095	1480	3504	1476	3218	1376	1608
0.988167	1480	3504	1476	3218	1376	1608
0.988167	1479	3503	1477	3217	1375	1609
0.988228	1479	3503	1477	3216	1374	1610
0.988242	1479	3503	1477	3216	1374	1610
0.98839	1479	3503	1477	3216	1374	1610
0.988781	1479	3503	1477	3216	1374	1610
0.988793	1479	3503	1477	3216	1374	1610
0.988983	1479	3503	1477	3216	1373	1610
0.989054	1478	3502	1478	3214	1371	1612
0.989143	1478	3502	1478	3214	1371	1612
0.989252	1478	3502	1478	3215	1372	1611
0.989613	1478	3502	1478	3215	1372	1611
0.989705	1478	3502	1478	3215	1372	1611
0.9898	1478	3502	1478	3215	1372	1611
0.989903	1478	3502	1478	3215	1372	1611
0.989905	1479	3503	1477	3215	1372	1611
0.990046	1479	3503	1477	3215	1372	1611
0.9902	1479	3503	1477	3215	1372	1611
0.990254	1479	3503	1477	3215	1372	1611
0.990443	1479	3503	1477	3215	1372	1611
0.990482	1479	3503	1477	3215	1372	1611
0.990617	1479	3503	1477	3215	1372	1611
0.991046	1479	3503	1477	3215	1372	1611
0.991265	1479	3503	1477	3215	1372	1611
0.991367	1479	3503	1477	3215	1372	1611
0.991389	1479	3503	1477	3215	1372	1611
0.991433	1479	3503	1477	3216	1373	1610
0.991442	1478	3502	1478	3216	1373	1610
0.991626	1478	3502	1478	3217	1374	1609
0.991763	1479	3503	1477	3217	1374	1609
0.991805	1480	3504	1476	3217	1374	1609
0.991843	1480	3504	1476	3217	1374	1609
0.99225	1480	3504	1476	3217	1374	1609
0.992452	1480	3504	1476	3217	1374	1609
0.992492	1480	3504	1476	3217	1374	1609
0.99253	1480	3504	1476	3217	1374	1609
0.992606	1480	3504	1476	3216	1374	1609
0.992848	1480	3504	1476	3216	1374	1609
0.993067	1480	3504	1476	3217	1375	1608
0.993191	1480	3504	1476	3216	1374	1609
0.99348	1480	3504	1476	3216	1374	1609
0.99348	1480	3504	1476	3217	1375	1608
0.993481	1480	3504	1476	3217	1375	1608
0.993601	1480	3504	1476	3217	1375	1608
0.993797	1480	3504	1476	3217	1375	1608
0.993883	1480	3504	1476	3218	1376	1607
0.994049	1480	3504	1476	3218	1376	1607
0.99407	1480	3504	1476	3218	1376	1607
0.994145	1480	3504	1476	3218	1376	1607
0.994603	1480	3504	1476	3218	1376	1607
0.9947	1480	3504	1476	3218	1376	1607
0.994764	1479	3503	1477	3218	1376	1607
0.995012	1479	3503	1477	3219	1377	1606
0.995041	1479	3503	1477	3219	1377	1606
0.995074	1479	3503	1477	3219	1377	1606
0.995517	1479	3503	1477	3219	1377	1606
0.995715	1478	3502	1478	3219	1377	1606
0.995873	1478	3502	1478	3219	1377	1606
0.995995	1478	3502	1478	3219	1377	1606
0.996041	1478	3502	1478	3219	1377	1606
0.99631	1478	3502	1478	3219	1377	1606
0.996333	1478	3502	1478	3219	1377	1606
0.996333	1478	3502	1478	3219	1377	1606
0.99661	1478	3502	1478	3219	1377	1606
0.99666	1478	3502	1478	3220	1378	1605
0.997028	1479	3503	1477	3220	1378	1605
0.99715	1479	3503	1477	3220	1378	1605
0.997167	1479	3503	1477	3220	1378	1605
0.997467	1480	3504	1476	3220	1378	1605
0.997527	1480	3504	1476	3220	1378	1605
0.997967	1480	3504	1476	3221	1379	1604
0.998149	1479	3503	1477	3220	1378	1605
0.998681	1479	3503	1477	3220	1378	1605
0.998783	1480	3504	1476	3220	1378	1605
0.998794	1480	3504	1476	3218	1376	1607
0.998851	1481	3505	1475	3218	1376	1607
0.998972	1481	3505	1475	3218	1376	1607
0.998981	1481	3505	1475	3218	1376	1607
0.999011	1481	3505	1475	3218	1376	1607
0.999035	1481	3505	1475	3218	1375	1607
0.9996	1481	3505	1475	3218	1375	1607
0.999612	1481	3505	1475	3218	1375	1607
0.999796	1481	3505	1475	3219	1376	1606
0.999797	1481	3505	1475	3219	1376	1606
0.999874	1481	3505	1475	3219	1376	1606
1.0004	1481	3505	1475	3219	1376	1606
1.00042	1481	3505	1475	3219	1376	1606
1.00068	1480	3504	1476	3218	1375	1607
1.00069	1480	3504	1476	3218	1375	1607
1.00086	1480	3504	1476	3218	1375	1607
1.00114	1480	3504	1476	3218	1375	1607
1.00123	1480	3504	1476	3218	1375	1607
1.00125	1480	3504	1476	3217	1374	1608
1.00132	1480	3504	1476	3217	1374	1608
1.00153	1481	3505	1475	3217	1374	1608
1.00191	1481	3505	1475	3217	1374	1608
1.00205	1481	3505	1475	3217	1374	1608
1.00208	1480	3504	1476	3217	1374	1608
1.00231	1480	3504	1476	3217	1374	1608
1.00233	1480	3504	1476	3217	1374	1608
1.00266	1480	3504	1476	3217	1374	1608
1.00287	1480	3504	1476	3218	1375	1607
1.00288	1480	3504	1476	3218	1375	1607
1.00316	1480	3504	1476	3218	1375	1607
1.00322	1480	3504	1476	3218	1375	1607
1.00327	1480	3504	1476	3219	1376	1606
1.00329	1480	3504	1476	3219	1376	1606
1.00335	1480	3504	1476	3219	1376	1606
1.00337	1480	3504	1476	3218	1376	1606
1.00348	1480	3504	1476	3219	1377	1605
1.00351	1480	3504	1476	3220	1378	1604
1.00368	1480	3504	1476	3220	1378	1604
1.00368	1480	3504	1476	3220	1378	1604
1.00387	1480	3504	1476	3219	1377	1605
1.00412	1480	3504	1476	3219	1377	1605
1.00417	1480	3504	1476	3219	1377	1605
1.0045	1480	3504	1476	3219	1377	1605
1.0045	1480	3504	1476	3219	1377	1605
1.00462	1480	3504	1476	3219	1377	1605
1.00485	1480	3504	1476	3220	1378	1604
1.00496	1480	3504	1476	3221	1379	1603
1.00501	1480	3504	1476	3222	1380	1602
1.00512	1480	3504	1476	3222	1380	1602
1.00532	1480	3504	1476	3222	1380	1602
1.00539	1480	3504	1476	3222	1380	1602
1.00562	1480	3504	1476	3222	1380	1602
1.0057	1480	3504	1476	3222	1380	1602
1.00575	1481	3505	1475	3222	1380	1602
1.00594	1482	3506	1474	3222	1380	1602
1.00595	1482	3506	1474	3223	1381	1601
1.00606	1482	3506	1474	3223	1381	1601
1.00613	1482	3506	1474	3223	1381	1601
1.00629	1481	3505	1475	3221	1379	1603
1.00645	1481	3505	1475	3221	1379	1603
1.00695	1482	3506	1474	3221	1379	1603
1.00703	1481	3505	1475	3221	1379	1603
1.00703	1482	3506	1474	3221	1379	1603
1.0072	1482	3506	1474	3222	1380	1602
1.00725	1482	3506	1474	3222	1380	1602
1.00727	1482	3506	1474	3223	1381	1601
1.00752	1482	3506	1474	3223	1381	1601
1.00765	1482	3506	1474	3223	1381	1601
1.00766	1482	3506	1474	3224	1382	1600
1.00777	1481	3506	1474	3224	1382	1600
1.00782	1481	3506	1474	3224	1382	1600
1.00796	1480	3506	1474	3224	1382	1600
1.0083	1481	3507	1473	3224	1382	1600
1.00835	1482	3508	1472	3224	1382	1600
1.00838	1482	3508	1472	3224	1382	1600
1.00841	1482	3508	1472	3224	1382	1600
1.00848	1482	3508	1472	3225	1383	1599
1.00858	1482	3508	1472	3225	1383	1599
1.00868	1482	3508	1472	3225	1383	1599
1.00901	1482	3508	1472	3225	1383	1599
1.00929	1482	3508	1472	3225	1383	1599
1.0094	1482	3508	1472	3225	1383	1599
1.00958	1482	3508	1472	3224	1382	1600
1.01003	1482	3508	1472	3224	1382	1600
1.01019	1482	3508	1472	3223	1382	1600
1.01022	1482	3508	1472	3223	1382	1600
1.01034	1482	3508	1472	3222	1381	1601
1.01044	1483	3509	1471	3222	1381	1601
1.01065	1483	3509	1471	3222	1381	1601
1.01101	1483	3509	1471	3222	1381	1601
1.01103	1483	3509	1471	3222	1381	1601
1.01124	1483	3509	1471	3222	1381	1601
1.01138	1483	3509	1471	3222	1381	1601
1.01158	1483	3509	1471	3222	1381	1601
1.0116	1483	3509	1471	3222	1381	1601
1.01185	1484	3510	1470	3222	1381	1601
1.01189	1484	3510	1470	3222	1381	1601
1.01208	1484	3510	1470	3223	1382	1600
1.01218	1484	3510	1470	3223	1382	1600
1.01228	1485	3511	1469	3223	1382	1600
1.01241	1485	3511	1469	3222	1382	1600
1.01249	1485	3511	1469	3222	1382	1600
1.01254	1485	3511	1469	3221	1382	1600
1.01256	1485	3511	1469	3221	1382	1600
1.01267	1485	3511	1469	3221	1382	1600
1.01267	1485	3511	1469	3221	1382	1600
1.0127	1483	3509	1471	3221	1382	1600
1.01348	1483	3509	1471	3221	1382	1600
1.0136	1483	3509	1471	3221	1382	1600
1.01368	1484	3510	1470	3221	1382	1600
1.01374	1484	3510	1470	3221	1382	1600
1.01388	1484	3510	1470	3221	1382	1600
1.01397	1485	3511	1469	3221	1382	1600
1.01398	1485	3511	1469	3221	1382	1600
1.01399	1485	3511	1469	3221	1382	1600
1.01404	1485	3511	1469	3221	1382	1600
1.01424	1486	3512	1468	3221	1382	1600
1.0143	1486	3512	1468	3221	1382	1600
1.01472	1485	3511	1469	3221	1382	1600
1.01501	1486	3512	1468	3221	1382	1600
1.01506	1486	3512	1468	3221	1382	1600
1.01512	1486	3512	1468	3221	1382	1600
1.0152	1484	3510	1470	3221	1382	1600
1.01593	1484	3510	1470	3222	1383	1599
1.01593	1483	3509	1471	3221	1382	1600
1.01624	1483	3509	1471	3221	1382	1600
1.01625	1484	3510	1470	3221	1382	1600
1.01653	1485	3511	1469	3221	1382	1600
1.01675	1485	3511	1469	3222	1383	1599
1.01675	1485	3511	1469	3222	1383	1599
1.01679	1484	3510	1470	3222	1383	1599
1.01682	1484	3510	1470	3222	1383	1599
1.01697	1484	3510	1470	3222	1383	1599
1.01733	1484	3510	1470	3222	1383	1599
1.01739	1484	3510	1470	3222	1383	1599
1.0174	1483	3510	1470	3222	1383	1599
1.01749	1483	3510	1470	3223	1384	1598
1.01756	1483	3510	1470	3224	1385	1597
1.01757	1484	3511	1469	3224	1385	1597
1.01759	1481	3508	1472	3224	1385	1597
1.01769	1481	3508	1472	3224	1385	1597
1.01776	1482	3509	1471	3224	1385	1597
1.01782	1482	3509	1471	3224	1385	1597
1.01783	1482	3509	1471	3224	1385	1597
1.01838	1482	3509	1471	3224	1385	1597
1.01882	1481	3508	1472	3222	1383	1599
1.01884	1481	3508	1472	3222	1383	1599
1.01888	1481	3508	1472	3222	1383	1599
1.0192	1482	3509	1471	3222	1383	1599
1.01927	1482	3509	1471	3222	1383	1599
1.01931	1482	3509	1471	3222	1383	1599
1.01938	1482	3509	1471	3222	1383	1599
1.01944	1482	3509	1471	3222	1383	1599
1.01949	1483	3510	1470	3222	1383	1599
1.02002	1483	3510	1470	3223	1384	1598
1.02083	1483	3510	1470	3223	1384	1598
1.02083	1482	3509	1471	3221	1382	1600
1.02085	1481	3508	1472	3221	1382	1600
1.02095	1481	3508	1472	3221	1382	1600
1.02135	1481	3508	1472	3222	1383	1599
1.02165	1481	3508	1472	3222	1383	1599
1.02166	1481	3508	1472	3222	1383	1599
1.02176	1481	3508	1472	3222	1383	1599
1.02198	1481	3508	1472	3221	1383	1599
1.02208	1481	3508	1472	3222	1384	1598
