CurrentTime	Cell0:A	Cell0:B	Cell0:C	Cell1:A	Cell1:B	Cell1:C
0.0244448	1015	3017	1981	3008	1008	1991
0.0245	1016	3018	1980	3008	1008	1991
0.0245	1016	3018	1980	3007	1007	1992
0.0252362	1016	3018	1980	3007	1007	1992
0.0252499	1016	3018	1980	3007	1007	1992
0.0253167	1016	3018	1980	3007	1007	1992
0.0253519	1016	3018	1980	3007	1007	1992
0.025377	1016	3018	1980	3008	1008	1991
0.0258688	1017	3019	1979	3008	1008	1991
0.0261333	1017	3019	1979	3008	1008	1991
0.0262813	1017	3019	1979	3008	1008	1991
0.0269017	1018	3020	1978	3008	1008	1991
0.02695	1018	3020	1978	3009	1009	1990
0.026995	1018	3020	1978	3009	1009	1990
0.0270388	1018	3020	1978	3009	1009	1990
0.0271308	1018	3020	1978	3008	1009	1990
0.0272109	1018	3020	1978	3008	1009	1990
0.0275153	1018	3020	1978	3008	1009	1990
0.0275432	1019	3021	1977	3008	1009	1990
0.0276654	1020	3022	1976	3008	1009	1990
0.0277667	1020	3022	1976	3008	1009	1990
0.0277717	1020	3022	1976	3008	1009	1990
0.0278205	1020	3022	1976	3008	1009	1990
0.0279147	1020	3022	1976	3008	1009	1990
0.0285595	1020	3022	1976	3008	1009	1990
0.0285833	1020	3022	1976	3009	1010	1989
0.028652	1020	3022	1976	3009	1010	1989
0.0287505	1020	3022	1976	3009	1010	1989
0.0289586	1020	3022	1976	3009	1010	1989
0.0292275	1020	3022	1976	3009	1010	1989
0.0292804	1020	3022	1976	3009	1010	1989
0.0294	1021	3023	1975	3009	1010	1989
0.0294371	1021	3023	1975	3009	1010	1989
0.0296965	1021	3023	1975	3009	1010	1989
0.0298393	1021	3023	1975	3010	1011	1988
0.0300237	1021	3023	1975	3010	1011	1988
0.0302167	1021	3023	1975	3011	1012	1987
0.0303993	1021	3023	1975	3011	1012	1987
0.0305707	1020	3023	1975	3011	1012	1987
0.0307142	1020	3023	1975	3011	1012	1987
0.0308742	1021	3023	1975	3010	1012	1987
0.0310189	1022	3024	1974	3010	1012	1987
0.0310333	1022	3024	1974	3011	1013	1986
0.0312606	1022	3024	1974	3011	1013	1986
0.0313988	1022	3024	1974	3012	1014	1985
0.0315164	1022	3024	1974	3012	1014	1985
0.0316751	1023	3025	1973	3012	1014	1985
0.03185	1023	3025	1973	3012	1014	1985
0.0326243	1023	3025	1973	3010	1012	1987
0.0326667	1024	3026	1972	3010	1012	1987
0.032914	1024	3026	1972	3010	1012	1987
0.0333182	1024	3026	1972	3010	1012	1987
0.0334833	1024	3026	1972	3010	1012	1987
0.0335473	1024	3026	1972	3009	1011	1988
0.0337796	1024	3026	1972	3009	1011	1988
0.0339459	1024	3026	1972	3009	1011	1988
0.0340595	1024	3026	1972	3009	1011	1988
0.034193	1024	3026	1972	3009	1011	1988
0.0343	1024	3026	1972	3009	1011	1988
0.0343422	1024	3026	1972	3009	1011	1988
0.0343962	1024	3026	1972	3010	1012	1987
0.0344323	1024	3026	1972	3010	1012	1987
0.0345012	1024	3026	1972	3010	1012	1987
0.0346226	1025	3027	1971	3010	1012	1987
0.0346575	1025	3027	1971	3010	1012	1987
0.0346979	1025	3027	1971	3010	1012	1987
0.0346991	1025	3027	1971	3010	1012	1987
0.0349664	1025	3027	1971	3010	1012	1987
0.0351167	1025	3027	1971	3011	1013	1986
0.0351436	1025	3027	1971	3011	1013	1986
0.0353918	1025	3027	1971	3011	1013	1986
0.0354262	1026	3028	1970	3011	1013	1986
0.0354775	1026	3028	1970	3011	1013	1986
0.0357163	1025	3028	1970	3011	1013	1986
0.0357453	1025	3028	1970	3010	1013	1986
0.0359333	1026	3029	1969	3010	1013	1986
0.0360098	1026	3029	1969	3010	1013	1986
0.036117	1026	3029	1969	3010	1013	1986
0.036366	1026	3029	1969	3010	1013	1986
0.0365436	1027	3030	1968	3010	1013	1986
0.0365591	1027	3030	1968	3010	1013	1986
0.0366934	1027	3030	1968	3010	1013	1986
0.03675	1027	3030	1968	3010	1013	1986
0.0367558	1027	3030	1968	3009	1012	1987
0.0368847	1027	3030	1968	3009	1012	1987
0.0375289	1027	3030	1968	3009	1012	1987
0.0375667	1027	3030	1968	3009	1012	1987
0.0376495	1027	3030	1968	3008	1011	1988
0.037875	1027	3030	1968	3008	1011	1988
0.0380273	1027	3030	1968	3009	1012	1987
0.0383833	1028	3031	1967	3009	1012	1987
0.0383838	1027	3030	1968	3009	1012	1987
0.0385203	1028	3031	1967	3009	1012	1987
0.0385533	1029	3032	1966	3009	1012	1987
0.0387905	1029	3032	1966	3009	1012	1987
0.0389339	1029	3032	1966	3009	1012	1987
0.0392	1029	3032	1966	3010	1013	1986
0.0393607	1029	3032	1966	3010	1013	1986
0.0395361	1029	3032	1966	3010	1013	1986
0.0396323	1029	3032	1966	3009	1013	1986
0.0400167	1029	3032	1966	3009	1013	1986
0.0402375	1028	3031	1967	3008	1012	1987
0.0406136	1028	3031	1967	3009	1013	1986
0.0407653	1028	3031	1967	3010	1014	1985
0.0407762	1028	3031	1967	3010	1014	1985
0.0408112	1029	3032	1966	3010	1014	1985
0.0408333	1029	3032	1966	3010	1014	1985
0.0409137	1029	3032	1966	3008	1012	1987
0.0409198	1029	3032	1966	3008	1012	1987
0.041467	1029	3032	1966	3008	1012	1987
0.0415513	1030	3033	1965	3008	1012	1987
0.04165	1031	3034	1964	3008	1012	1987
0.0416872	1031	3034	1964	3007	1011	1988
0.0420768	1031	3034	1964	3007	1011	1988
0.0424348	1032	3035	1963	3007	1011	1988
0.0424667	1032	3035	1963	3007	1011	1988
0.0425359	1032	3035	1963	3007	1011	1988
0.0426084	1032	3035	1963	3007	1011	1988
0.043257	1032	3035	1963	3007	1011	1988
0.0432833	1032	3035	1963	3008	1012	1987
0.0435746	1032	3035	1963	3008	1012	1987
0.0435979	1032	3035	1963	3009	1013	1986
0.0439638	1033	3036	1962	3009	1013	1986
0.0441	1033	3036	1962	3009	1013	1986
0.0444569	1033	3036	1962	3008	1012	1987
0.0447981	1033	3036	1962	3009	1013	1986
0.0449167	1033	3036	1962	3009	1013	1986
0.0453476	1033	3036	1962	3009	1013	1986
0.0457333	1033	3036	1962	3009	1013	1986
0.0457412	1033	3036	1962	3009	1013	1986
0.0459824	1033	3036	1962	3009	1013	1986
0.0461966	1033	3036	1962	3009	1013	1986
0.0463246	1033	3036	1962	3009	1013	1986
0.04655	1034	3037	1961	3009	1013	1986
0.0468784	1033	3036	1962	3008	1012	1987
0.0470997	1033	3036	1962	3009	1013	1986
0.0473667	1033	3036	1962	3009	1013	1986
0.0477572	1033	3036	1962	3009	1013	1986
0.0478391	1033	3036	1962	3009	1013	1986
0.0481455	1033	3036	1962	3009	1013	1986
0.0481514	1033	3036	1962	3010	1014	1985
0.0481833	1034	3037	1961	3010	1014	1985
0.048328	1034	3037	1961	3010	1014	1985
0.0483898	1034	3037	1961	3011	1015	1984
0.0484016	1034	3037	1961	3011	1015	1984
0.0485229	1034	3037	1961	3012	1016	1983
0.0487188	1035	3038	1960	3012	1016	1983
0.049	1035	3038	1960	3012	1016	1983
0.0491586	1035	3038	1960	3012	1016	1983
0.0497504	1035	3038	1960	3012	1016	1983
0.0498167	1036	3039	1959	3012	1016	1983
0.0506333	1036	3039	1959	3012	1016	1983
0.0508252	1036	3039	1959	3012	1016	1983
0.0511426	1036	3039	1959	3012	1016	1983
0.0512103	1036	3039	1959	3012	1016	1983
0.0513575	1036	3039	1959	3012	1016	1983
0.0513879	1037	3040	1958	3012	1016	1983
0.0514263	1037	3040	1958	3012	1016	1983
0.0514472	1038	3041	1957	3012	1016	1983
0.05145	1038	3041	1957	3013	1017	1982
0.0516065	1038	3041	1957	3013	1017	1982
0.0519219	1038	3041	1957	3013	1017	1982
0.0519295	1038	3041	1957	3013	1017	1982
0.0522667	1038	3041	1957	3013	1017	1982
0.0525064	1038	3041	1957	3013	1017	1982
0.0525201	1039	3042	1956	3013	1017	1982
0.0525824	1039	3042	1956	3014	1018	1981
0.0529162	1039	3042	1956	3014	1018	1981
0.0530833	1039	3042	1956	3014	1018	1981
0.0531344	1039	3042	1956	3013	1017	1982
0.0534427	1039	3042	1956	3013	1017	1982
0.0535269	1039	3042	1956	3013	1017	1982
0.0538931	1039	3042	1956	3014	1018	1981
0.0539	1039	3042	1956	3014	1018	1981
0.05398	1039	3042	1956	3014	1018	1981
0.0546567	1039	3042	1956	3014	1018	1981
0.0547167	1039	3042	1956	3014	1018	1981
0.0550213	1039	3042	1956	3013	1017	1982
0.0554468	1040	3043	1955	3013	1017	1982
0.0554747	1040	3043	1955	3014	1018	1981
0.0555333	1041	3044	1954	3014	1018	1981
0.0556559	1041	3044	1954	3014	1018	1981
0.0556916	1041	3044	1954	3015	1019	1980
0.0561716	1041	3044	1954	3016	1020	1979
0.0561913	1041	3044	1954	3016	1020	1979
0.0562331	1041	3044	1954	3016	1020	1979
0.0562944	1042	3045	1953	3016	1020	1979
0.05635	1042	3045	1953	3016	1020	1979
0.0563584	1042	3045	1953	3016	1020	1979
0.0565123	1043	3046	1952	3016	1020	1979
0.0567662	1043	3046	1952	3016	1020	1979
0.0570595	1043	3046	1952	3016	1020	1979
0.0571667	1043	3046	1952	3017	1021	1978
0.0572527	1043	3046	1952	3017	1021	1978
0.0572704	1043	3046	1952	3017	1021	1978
0.057439	1043	3046	1952	3017	1021	1978
0.0574516	1043	3046	1952	3017	1021	1978
0.0574824	1044	3047	1951	3017	1021	1978
0.0574993	1044	3047	1951	3018	1022	1977
0.0575372	1044	3047	1951	3018	1022	1977
0.0575693	1044	3047	1951	3019	1023	1976
0.057846	1044	3047	1951	3019	1023	1976
0.0579162	1044	3047	1951	3019	1023	1976
0.0579402	1045	3048	1950	3019	1023	1976
0.0579833	1045	3048	1950	3020	1024	1975
0.0580511	1044	3047	1951	3020	1024	1975
0.0582226	1045	3048	1950	3020	1024	1975
0.0584169	1045	3048	1950	3020	1024	1975
0.0586037	1046	3049	1949	3020	1024	1975
0.0587943	1046	3049	1949	3021	1025	1974
0.0588	1046	3049	1949	3022	1026	1973
0.0589439	1045	3048	1950	3022	1026	1973
0.0590381	1045	3048	1950	3022	1026	1973
0.059064	1045	3048	1950	3022	1026	1973
0.0593949	1045	3048	1950	3022	1026	1973
0.0594324	1046	3049	1949	3022	1026	1973
0.0595904	1046	3050	1949	3022	1025	1973
0.0596167	1046	3050	1949	3023	1026	1972
0.0598202	1046	3050	1949	3023	1026	1972
0.0600134	1046	3050	1949	3023	1026	1972
0.0601012	1046	3050	1949	3024	1027	1971
0.0601683	1046	3050	1949	3024	1027	1971
0.0602024	1046	3050	1949	3024	1027	1971
0.0604333	1046	3050	1949	3024	1027	1971
0.0607793	1046	3050	1949	3023	1026	1972
0.0609414	1046	3050	1949	3023	1026	1972
0.06125	1047	3051	1948	3023	1026	1972
0.0613645	1047	3051	1948	3023	1026	1972
0.0614188	1047	3051	1948	3023	1026	1972
0.0614794	1047	3051	1948	3023	1026	1972
0.0615417	1047	3051	1948	3023	1026	1972
0.0617168	1047	3051	1948	3023	1026	1972
0.061887	1048	3052	1947	3023	1026	1972
0.061989	1049	3053	1946	3023	1026	1972
0.0620667	1049	3053	1946	3023	1026	1972
0.0624552	1049	3053	1946	3023	1026	1972
0.0628754	1049	3053	1946	3024	1027	1971
0.0628833	1049	3053	1946	3024	1027	1971
0.0631648	1049	3053	1946	3024	1027	1971
0.06348	1049	3053	1946	3023	1027	1971
0.0637	1049	3053	1946	3024	1028	1970
0.0637486	1049	3053	1946	3024	1028	1970
0.0638323	1049	3053	1946	3024	1028	1970
0.0641708	1049	3053	1946	3024	1028	1970
0.0642137	1049	3053	1946	3024	1028	1970
0.0643616	1049	3053	1946	3025	1029	1969
0.0643821	1049	3053	1946	3025	1029	1969
0.064501	1049	3053	1946	3025	1029	1969
0.0645167	1049	3053	1946	3025	1029	1969
0.0645447	1049	3053	1946	3025	1029	1969
0.0647755	1050	3054	1945	3025	1029	1969
0.0649124	1050	3054	1945	3025	1029	1969
0.0650114	1051	3055	1944	3025	1029	1969
0.0653333	1051	3055	1944	3026	1030	1968
0.0653333	1051	3055	1944	3026	1030	1968
0.065387	1051	3055	1944	3026	1030	1968
0.0656092	1052	3056	1943	3026	1030	1968
0.0658319	1052	3056	1943	3026	1030	1968
0.0659034	1052	3056	1943	3026	1030	1968
0.06615	1052	3056	1943	3027	1031	1967
0.0662684	1052	3056	1943	3027	1031	1967
0.0663389	1052	3056	1943	3027	1031	1967
0.0663471	1053	3057	1942	3027	1031	1967
0.0665623	1053	3057	1942	3027	1031	1967
0.0669375	1053	3057	1942	3028	1032	1966
0.0669667	1053	3057	1942	3028	1032	1966
0.0672525	1053	3057	1942	3028	1032	1966
0.0672838	1052	3057	1942	3028	1032	1966
0.0673885	1053	3058	1941	3028	1032	1966
0.0674174	1053	3058	1941	3028	1032	1966
0.0677143	1053	3058	1941	3028	1032	1966
0.0677331	1054	3059	1940	3028	1032	1966
0.0677828	1054	3059	1940	3028	1032	1966
0.0677833	1054	3059	1940	3028	1032	1966
0.0679665	1053	3058	1941	3028	1032	1966
0.0680376	1053	3058	1941	3028	1032	1966
0.0681767	1054	3059	1940	3028	1032	1966
0.0682064	1054	3059	1940	3027	1032	1966
0.0682552	1054	3059	1940	3028	1033	1965
0.0686	1054	3059	1940	3028	1033	1965
0.0688472	1054	3059	1940	3028	1033	1965
0.0688507	1054	3059	1940	3028	1033	1965
0.0690221	1055	3059	1940	3027	1033	1965
0.0691997	1055	3059	1940	3027	1033	1965
0.0692689	1055	3059	1940	3027	1033	1965
0.0694134	1055	3059	1940	3027	1033	1965
0.0694167	1055	3059	1940	3027	1033	1965
0.0695594	1055	3059	1940	3027	1033	1965
0.0697492	1055	3059	1940	3028	1034	1964
0.0698561	1055	3059	1940	3028	1035	1964
0.0701353	1056	3060	1939	3028	1035	1964
0.0702333	1057	3061	1938	3028	1035	1964
0.0703579	1057	3061	1938	3028	1035	1964
0.0706575	1057	3061	1938	3029	1036	1963
0.0709114	1057	3061	1938	3029	1036	1963
0.07105	1057	3061	1938	3029	1036	1963
0.0710712	1056	3060	1939	3029	1036	1963
0.0711175	1056	3060	1939	3029	1036	1963
0.0712204	1056	3060	1939	3029	1036	1963
0.071292	1057	3061	1938	3029	1036	1963
0.0714226	1057	3061	1938	3029	1036	1963
0.0715604	1057	3061	1938	3029	1036	1963
0.0717346	1057	3061	1938	3029	1036	1963
0.071865	1057	3061	1938	3029	1036	1963
0.0718652	1058	3061	1938	3028	1036	1963
0.0718667	1058	3061	1938	3028	1036	1963
0.0719054	1058	3061	1938	3027	1035	1964
0.0719448	1058	3061	1938	3027	1035	1964
0.0719583	1058	3061	1938	3026	1035	1964
0.0720229	1059	3062	1937	3026	1035	1964
0.0721603	1059	3062	1937	3026	1035	1964
0.0722505	1058	3062	1937	3026	1035	1964
0.0726833	1059	3063	1936	3026	1035	1964
0.0728583	1059	3063	1936	3026	1035	1964
0.0733968	1059	3063	1936	3026	1035	1964
0.0735	1059	3063	1936	3027	1036	1963
0.0735	1057	3061	1938	3027	1036	1963
0.0739001	1057	3061	1938	3027	1036	1963
0.0740697	1057	3061	1938	3027	1036	1963
0.0743167	1057	3061	1938	3027	1036	1963
0.0746428	1057	3061	1938	3027	1036	1963
0.0747768	1057	3061	1938	3027	1036	1963
0.0748084	1057	3061	1938	3027	1036	1963
0.0749039	1057	3061	1938	3028	1037	1962
0.0750008	1057	3061	1938	3028	1037	1962
0.0750803	1057	3061	1938	3029	1038	1961
0.0751333	1057	3061	1938	3030	1039	1960
0.0751373	1057	3061	1938	3030	1039	1960
0.0751409	1057	3061	1938	3030	1039	1960
0.0753273	1057	3061	1938	3030	1039	1960
0.0753683	1057	3061	1938	3031	1040	1959
0.0755115	1057	3061	1938	3031	1040	1959
0.0755354	1057	3061	1938	3032	1041	1958
0.075625	1057	3061	1938	3032	1041	1958
0.075625	1057	3061	1938	3032	1041	1958
0.0756286	1057	3061	1938	3032	1041	1958
0.0758313	1058	3062	1937	3032	1041	1958
0.07595	1058	3062	1937	3033	1042	1957
0.0764752	1057	3061	1938	3033	1042	1957
0.0765127	1057	3061	1938	3033	1042	1957
0.0767667	1058	3062	1937	3033	1042	1957
0.07684	1058	3062	1937	3033	1042	1957
0.0771665	1058	3062	1937	3033	1042	1957
0.0772312	1058	3062	1937	3033	1042	1957
0.0773713	1058	3062	1937	3034	1043	1956
0.0775833	1058	3062	1937	3035	1044	1955
0.077638	1058	3062	1937	3035	1044	1955
0.0776461	1058	3062	1937	3035	1044	1955
0.0781305	1058	3062	1937	3035	1044	1955
0.078166	1058	3062	1937	3034	1044	1955
0.0782061	1058	3062	1937	3035	1045	1954
0.0784	1058	3062	1937	3035	1045	1954
0.0784231	1058	3062	1937	3035	1045	1954
0.0786036	1058	3062	1937	3035	1045	1954
0.0791051	1058	3062	1937	3035	1045	1954
0.0791742	1058	3062	1937	3035	1045	1954
0.0792167	1058	3062	1937	3035	1045	1954
0.0792464	1058	3062	1937	3034	1044	1955
0.0792611	1058	3062	1937	3034	1044	1955
0.0793285	1058	3062	1937	3034	1044	1955
0.0796572	1058	3062	1937	3033	1044	1955
0.0796796	1058	3062	1937	3033	1044	1955
0.0798028	1058	3062	1937	3033	1044	1955
0.0799471	1058	3062	1937	3033	1044	1955
0.0800249	1059	3063	1936	3033	1044	1955
0.0800333	1059	3063	1936	3034	1045	1954
0.0800355	1059	3063	1936	3034	1045	1954
0.0800413	1059	3063	1936	3035	1046	1953
0.0805141	1059	3063	1936	3035	1046	1953
0.0805546	1059	3063	1936	3036	1047	1952
0.0805924	1059	3063	1936	3037	1048	1951
0.08085	1059	3063	1936	3037	1048	1951
0.0809892	1059	3063	1936	3037	1048	1951
0.0812489	1059	3063	1936	3037	1047	1951
0.0816605	1059	3063	1936	3037	1047	1951
0.0816667	1060	3064	1935	3037	1047	1951
0.0816667	1060	3064	1935	3037	1047	1951
0.0822092	1060	3064	1935	3037	1047	1951
0.0824833	1060	3064	1935	3038	1048	1950
0.0827418	1060	3064	1935	3038	1048	1950
0.0827735	1060	3064	1935	3038	1048	1950
0.0832894	1060	3064	1935	3038	1047	1950
0.0832933	1060	3064	1935	3038	1047	1950
0.0833	1060	3064	1935	3039	1048	1949
0.0837777	1059	3063	1936	3039	1048	1949
0.0841167	1059	3063	1936	3039	1048	1949
0.0844131	1059	3063	1936	3038	1047	1950
0.0845688	1059	3063	1936	3038	1047	1950
0.0846564	1059	3063	1936	3038	1047	1950
0.0847113	1059	3063	1936	3038	1047	1950
0.0847217	1059	3063	1936	3038	1047	1950
0.0849333	1059	3063	1936	3038	1047	1950
0.0852086	1059	3063	1936	3038	1047	1950
0.0852452	1059	3063	1936	3038	1047	1950
0.0853897	1059	3063	1936	3038	1047	1950
0.0855127	1059	3063	1936	3039	1048	1949
0.0856688	1059	3063	1936	3039	1048	1949
0.08575	1060	3064	1935	3039	1048	1949
0.0860359	1060	3064	1935	3039	1048	1949
0.0860644	1060	3064	1935	3039	1048	1949
0.0861209	1060	3064	1935	3039	1048	1949
0.0861443	1060	3064	1935	3039	1048	1949
0.0861546	1060	3064	1935	3038	1048	1949
0.0862966	1060	3064	1935	3038	1048	1949
0.0864646	1061	3065	1934	3038	1048	1949
0.0865624	1061	3065	1934	3038	1048	1949
0.0865667	1061	3065	1934	3038	1048	1949
0.0865875	1061	3065	1934	3038	1048	1949
0.0869315	1061	3065	1934	3039	1049	1948
0.0869425	1061	3065	1934	3039	1049	1948
0.0873833	1061	3065	1934	3039	1049	1948
0.0876643	1059	3063	1936	3038	1048	1949
0.0876677	1059	3063	1936	3038	1048	1949
0.087955	1059	3063	1936	3038	1048	1949
0.0882	1059	3063	1936	3038	1048	1949
0.0884173	1059	3063	1936	3038	1048	1949
0.088423	1059	3063	1936	3038	1048	1949
0.0884579	1059	3063	1936	3038	1048	1949
0.0890167	1059	3063	1936	3039	1049	1948
0.089023	1058	3062	1937	3038	1048	1949
0.089112	1058	3062	1937	3038	1048	1949
0.0892083	1058	3062	1937	3038	1048	1949
0.0896723	1058	3062	1937	3039	1049	1948
0.0897111	1058	3062	1937	3040	1050	1947
0.0898232	1059	3063	1936	3040	1050	1947
0.0898333	1059	3063	1936	3041	1051	1946
0.0898333	1059	3063	1936	3041	1051	1946
0.0899821	1059	3063	1936	3041	1051	1946
0.0903227	1059	3063	1936	3041	1050	1946
